top1,top5,coverage,size,num_calib
0.8654545452695904,0.9919191919191919,0.9696969696969697,2.7062626262626264,100
0.8637373736448963,0.9918181818181818,0.9291919191919192,2.00010101010101,100
0.8645454544221511,0.9919191919191919,0.9402020202020202,2.1105050505050507,100
0.8640404041328814,0.9918181818181818,0.9214141414141415,1.9217171717171717,100
0.8642424243657276,0.9918181818181818,0.9532323232323232,2.294343434343434,100
0.8639393938160905,0.992020202020202,0.9447474747474748,2.2307070707070706,100
0.8642424242424243,0.9918181817565302,0.936060606060606,2.0704040404040405,100
0.8636363635130603,0.9918181818181818,0.9166666666666666,1.8783838383838385,100
0.8647474745625198,0.9919191919191919,0.9691919191919192,2.588989898989899,100
0.8645454543913254,0.9918181818181818,0.8688888888888889,1.5812121212121213,100
0.8652631577983656,0.9917894736842106,0.9606315789473684,2.4674736842105265,500
0.8651578947047184,0.9918947368421053,0.9581052631578947,2.296736842105263,500
0.8662105262194183,0.9917894736842106,0.9532631578947368,2.266736842105263,500
0.8649473683246814,0.9917894736842106,0.9669473684210527,2.582736842105263,500
0.864315789345189,0.991578947368421,0.9597894736842105,2.3764210526315788,500
0.8646315788188733,0.9918947369063528,0.9491578947368421,2.231263157894737,500
0.8636842104941921,0.9917894736842106,0.9549473684210527,2.321473684210526,500
0.8646315788509972,0.9917894736842106,0.9563157894736842,2.3406315789473684,500
0.8638947367136102,0.992,0.9141052631578948,1.8781052631578947,500
0.8642105262194183,0.9916842105263158,0.9490526315789474,2.223157894736842,500
0.8632222222222222,0.9922222222222222,0.943,2.164888888888889,1000
0.8636666666666667,0.9921111111111112,0.947,2.1754444444444445,1000
0.8661111111111112,0.9917777777777778,0.9337777777777778,2.0236666666666667,1000
0.8643333333333333,0.9914444444444445,0.9395555555555556,2.1002222222222224,1000
0.8645555555555555,0.9917777777777778,0.9501111111111111,2.266111111111111,1000
0.8653333333333333,0.9921111111111112,0.9478888888888889,2.2394444444444446,1000
0.8645555555555555,0.9922222222222222,0.9508888888888889,2.263777777777778,1000
0.8647777777777778,0.9924444444444445,0.9516666666666667,2.2454444444444444,1000
0.8651111111111112,0.9917777777777778,0.9488888888888889,2.246,1000
0.8642222222222222,0.9924444444444445,0.9537777777777777,2.2463333333333333,1000
0.8654117647417854,0.992,0.951764705882353,2.2730588235294116,1500
0.8660000000718061,0.9916470588235294,0.9474117647058824,2.220823529411765,1500
0.8644705879121668,0.9921176470947265,0.951764705882353,2.2643529411764707,1500
0.8652941172880285,0.9914117647058823,0.9602352941176471,2.392470588235294,1500
0.8630588234935088,0.9916470586081112,0.9510588235294117,2.2523529411764707,1500
0.8661176469870174,0.991764705882353,0.9478823529411765,2.2012941176470586,1500
0.8669411763628792,0.9923529409610524,0.9391764705882353,2.0965882352941176,1500
0.863411764382755,0.991764705882353,0.956,2.331294117647059,1500
0.8635294116210938,0.9915294117647059,0.9434117647058824,2.1023529411764708,1500
0.8645882353659238,0.9918823527257583,0.9522352941176471,2.3034117647058823,1500
0.86425,0.992125,0.95125,2.256625,2000
0.862,0.99225,0.94875,2.188625,2000
0.86575,0.99175,0.9405,2.159375,2000
0.862125,0.9915,0.94,2.138875,2000
0.86275,0.990875,0.939125,2.111375,2000
0.86275,0.991875,0.951,2.27175,2000
0.866875,0.991625,0.95225,2.259375,2000
0.863375,0.991875,0.944375,2.17575,2000
0.866,0.991375,0.952375,2.226625,2000
0.8625,0.99175,0.950625,2.229125,2000
0.8602,0.993,0.952,2.2414,5000
0.868,0.9928,0.9472,2.2256,5000
0.8664,0.9942,0.953,2.2472,5000
0.8672,0.9904,0.949,2.2012,5000
0.8594,0.9924,0.944,2.2114,5000
0.8656,0.9934,0.9474,2.1804,5000
0.8648,0.9914,0.9434,2.171,5000
0.8682,0.9926,0.9586,2.275,5000
0.8646,0.9908,0.9484,2.2118,5000
0.8618,0.9926,0.9462,2.165,5000
0.8644644644568275,0.9918918918918919,0.8262262262262262,1.3861861861861862,10
0.8646646646646646,0.9918918918918919,0.9996996996996997,7.111011011011011,10
0.8646646646646646,0.9918918918918919,0.8916916916916917,1.6807807807807809,10
0.8645645645645645,0.9918918918918919,0.8843843843843844,1.6722722722722723,10
0.8644644644644645,0.9918918918918919,0.9611611611611611,2.4574574574574575,10
0.8646646646341166,0.9918918918918919,0.9373373373373374,2.0783783783783782,10
0.8644644644339163,0.9918918918918919,0.9122122122122122,1.8368368368368369,10
0.8646646646646646,0.9918918918918919,0.9428428428428428,2.1244244244244244,10
0.8644644644491905,0.991991991991992,0.9132132132132132,1.8526526526526526,10
0.8645645645492905,0.9918918918918919,0.9382382382382383,2.056056056056056,10
0.8644221103227319,0.9918592964824121,0.8807035175879397,1.667638190954774,50
0.8648241203729831,0.991959798703601,0.9934673366834171,3.8212060301507536,50
0.8644221104607511,0.9918592964824121,0.9495477386934673,2.2738693467336684,50
0.8645226131113329,0.9919597992096714,0.9558793969849246,2.265025125628141,50
0.8646231151945027,0.9919597992096714,0.9723618090452262,2.71356783919598,50
0.864221105358948,0.9918592961910381,0.8374874371859297,1.4354773869346733,50
0.86452261268194,0.9918592966971086,0.8768844221105527,1.6214070351758794,50
0.86452261268194,0.9919597989949749,0.9322613065326634,2.0114572864321607,50
0.8645226131880104,0.9918592966971086,0.9214070351758794,1.931256281407035,50
0.8645226131880104,0.992160804234797,0.9762814070351759,2.7948743718592963,50
