top1,top5,coverage,size,num_calib
0.573333333379572,0.9250505049272016,0.9575757575757575,4.751010101010101,100
0.5736363636517765,0.9246464646464646,0.9807070707070707,5.887878787878788,100
0.573030303030303,0.9243434342201309,0.9268686868686868,4.033131313131313,100
0.573131313146726,0.9240404039479266,0.9161616161616162,3.8173737373737375,100
0.5741414140489366,0.9243434343126086,0.9412121212121212,4.262525252525252,100
0.5731313130388356,0.9246464646156388,0.9670707070707071,5.051414141414141,100
0.5738383837613192,0.9248484846943557,0.9490909090909091,4.467878787878788,100
0.5729292928830542,0.9248484847868332,0.9807070707070707,5.874949494949495,100
0.5747474746241714,0.9248484847251814,0.9690909090909091,5.077373737373738,100
0.5737373737373738,0.9248484847251814,0.9274747474747475,4.045959595959596,100
0.5739999999357525,0.9257894735878394,0.9650526315789474,4.97978947368421,500
0.5710526315146998,0.9246315789794921,0.9570526315789474,4.688421052631579,500
0.5735789474005448,0.9239999999036288,0.95,4.458421052631579,500
0.5745263157573499,0.9250526316431948,0.9541052631578948,4.591473684210526,500
0.575368420988384,0.9255789473684211,0.9574736842105264,4.720631578947368,500
0.5729473683889289,0.9244210526637027,0.9484210526315789,4.449263157894737,500
0.5746315789794921,0.9250526315789473,0.9628421052631579,4.890421052631579,500
0.5720000000321237,0.9242105262836657,0.9652631578947368,4.972631578947368,500
0.5726315789794921,0.9246315789473685,0.9621052631578947,4.882736842105263,500
0.5755789473202354,0.9254736841784026,0.9376842105263158,4.195157894736842,500
0.5717777777777778,0.9236666666666666,0.9401111111111111,4.304444444444444,1000
0.5748888888888889,0.9251111111111111,0.9506666666666667,4.497333333333334,1000
0.5735555555555556,0.9238888888888889,0.9473333333333334,4.413,1000
0.5717777777777778,0.9246666666666666,0.9525555555555556,4.592,1000
0.5743333333333334,0.924,0.9518888888888889,4.603777777777778,1000
0.5734444444444444,0.9246666666666666,0.9447777777777778,4.383666666666667,1000
0.5731111111111111,0.9237777777777778,0.9447777777777778,4.391555555555556,1000
0.5735555555555556,0.9238888888888889,0.9444444444444444,4.3406666666666665,1000
0.5761111111111111,0.9255555555555556,0.967,5.021111111111111,1000
0.5727777777777778,0.9243333333333333,0.9417777777777778,4.336222222222222,1000
0.5777647057387408,0.9238823527257582,0.9432941176470588,4.343411764705882,1500
0.5751764705702838,0.9262352941894532,0.9476470588235294,4.493882352941177,1500
0.5754117646879309,0.924470588091682,0.9523529411764706,4.558470588235294,1500
0.5735294117826574,0.9267058821375229,0.9511764705882353,4.559647058823529,1500
0.5709411764167337,0.9242352941894532,0.942,4.348705882352941,1500
0.5725882352761662,0.924000000035903,0.9476470588235294,4.462470588235294,1500
0.5738823529052735,0.9234117645263672,0.9396470588235294,4.280941176470588,1500
0.5689411764346852,0.9218823527616613,0.9378823529411765,4.268705882352942,1500
0.573764705882353,0.9238823527616613,0.9462352941176471,4.3790588235294114,1500
0.5749411763987822,0.9243529410328585,0.9521176470588235,4.557529411764706,1500
0.5745,0.926375,0.947125,4.439625,2000
0.575125,0.92575,0.957125,4.590625,2000
0.57225,0.92425,0.954625,4.628625,2000
0.57575,0.924625,0.943,4.31,2000
0.577625,0.926375,0.9545,4.571,2000
0.573,0.923625,0.9505,4.496625,2000
0.5735,0.921875,0.936875,4.275,2000
0.574,0.924375,0.95625,4.64675,2000
0.573,0.922875,0.9485,4.418,2000
0.5715,0.9265,0.959375,4.75575,2000
0.5724,0.9238,0.944,4.4106,5000
0.5648,0.9228,0.9562,4.6068,5000
0.5642,0.9194,0.943,4.409,5000
0.5766,0.923,0.9456,4.389,5000
0.5716,0.925,0.9528,4.5464,5000
0.573,0.9182,0.943,4.4302,5000
0.5792,0.9232,0.9458,4.4606,5000
0.5726,0.9258,0.9474,4.5004,5000
0.5702,0.928,0.9512,4.5054,5000
0.5716,0.9222,0.9494,4.499,5000
0.5735735735659365,0.9248248248248249,0.971071071071071,5.2931931931931935,10
0.5735735735430255,0.9246246246246246,0.8781781781781782,3.298998998998999,10
0.5735735735735735,0.9247247247247248,0.9877877877877878,6.548248248248248,10
0.5733733733428252,0.9245245245245245,0.9791791791791792,5.663963963963964,10
0.5731731731655362,0.9245245245245245,0.6765765765765765,1.8986986986986987,10
0.5735735735430255,0.9245245245245245,0.7575575575575576,2.333133133133133,10
0.5735735735735735,0.9246246245940766,0.9677677677677677,5.091391391391391,10
0.5735735735735735,0.9247247247247248,0.9936936936936936,7.491291291291291,10
0.5734734734581994,0.9245245244939764,0.913913913913914,3.7767767767767766,10
0.5732732732427251,0.9246246246246246,0.8980980980980982,3.5602602602602604,10
0.5738693468256811,0.9244221104760866,0.922713567839196,3.912562814070352,50
0.573366834262867,0.9244221108288021,0.9246231155778895,3.9877386934673367,50
0.5729648239902516,0.9247236179370976,0.954572864321608,4.689346733668342,50
0.573768844006409,0.9251256284167418,0.9903517587939699,6.839497487437186,50
0.5738693466646587,0.9246231154245348,0.9711557788944724,5.26251256281407,50
0.5733668339101513,0.9244221101847127,0.9362814070351759,4.197185929648241,50
0.5734673364687206,0.9246231158539278,0.9447236180904522,4.318291457286432,50
0.5730653265564885,0.9245226129119719,0.9125628140703518,3.7939698492462313,50
0.5736683415015139,0.9246231157772505,0.9607035175879397,4.856180904522613,50
0.5736683417238782,0.9242211054509609,0.9428140703517588,4.370150753768844,50
